Opportunity Number,Supplies Subgroup,Supplies Group,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Deal Size Category,Lat,Lon,Country_Code,Country
9462903,Towing & Hitches,Car Accessories,Loss,5,13,13,36998,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9463867,Garage & Car Care,Car Accessories,Loss,3,15,15,23252,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9463898,Garage & Car Care,Car Accessories,Loss,3,15,15,23252,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9464163,Batteries & Accessories,Car Accessories,Loss,3,15,15,75000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9464183,Motorcycle Parts,Performance & Non-auto,Won,2,5,5,31778,1,1,3,Unknown,3,-24.367114,-68.730469,3,Chile
9466450,Replacement Parts,Car Accessories,Won,1,0,0,2883,1,1,2,Unknown,1,-24.367114,-68.730469,3,Chile
9466504,Shelters & RV,Performance & Non-auto,Loss,2,22,22,50004,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9466724,Replacement Parts,Car Accessories,Won,1,0,0,6000,1,1,1,Unknown,1,-24.367114,-68.730469,3,Chile
9466904,Exterior Accessories,Car Accessories,Loss,2,15,15,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9466953,Motorcycle Parts,Performance & Non-auto,Loss,2,9,9,110000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9467117,Performance Parts,Performance & Non-auto,Loss,3,15,15,77507,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9468373,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,67076,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9469092,Exterior Accessories,Car Accessories,Loss,2,13,13,20000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9469742,Motorcycle Parts,Performance & Non-auto,Loss,2,0,0,15000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9470057,Batteries & Accessories,Car Accessories,Loss,3,20,20,150000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9470587,Shelters & RV,Performance & Non-auto,Won,4,13,10,248023,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9470635,Exterior Accessories,Car Accessories,Loss,2,9,9,15501,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9470768,Garage & Car Care,Car Accessories,Loss,3,9,9,3000,1,1,0,None,1,-24.367114,-68.730469,3,Chile
9470906,Garage & Car Care,Car Accessories,Loss,3,15,15,77507,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9470912,Shelters & RV,Performance & Non-auto,Loss,3,15,15,23252,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9470933,Batteries & Accessories,Car Accessories,Loss,3,15,15,100000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9472228,Garage & Car Care,Car Accessories,Won,5,3,3,20000,1,1,2,None,2,-24.367114,-68.730469,3,Chile
9472696,Batteries & Accessories,Car Accessories,Loss,2,10,10,200000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9473206,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,14900,1,1,2,Unknown,2,-24.367114,-68.730469,3,Chile
9473353,Interior Accessories,Car Accessories,Loss,2,12,12,232522,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9473408,Motorcycle Parts,Performance & Non-auto,Loss,3,15,15,1705,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9473796,Interior Accessories,Car Accessories,Loss,2,11,11,77507,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9474059,Garage & Car Care,Car Accessories,Loss,2,5,5,5000,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9474121,Tires & Wheels,Tires & Wheels,Loss,2,21,21,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9477521,Exterior Accessories,Car Accessories,Loss,2,4,4,35653,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9478187,Shelters & RV,Performance & Non-auto,Loss,3,19,19,200000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9478820,Interior Accessories,Car Accessories,Loss,2,15,15,400000,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9481697,Exterior Accessories,Car Accessories,Loss,2,7,7,500000,1,1,0,Unknown,7,-24.367114,-68.730469,3,Chile
9482046,Interior Accessories,Car Accessories,Loss,3,8,8,100000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9482747,Interior Accessories,Car Accessories,Loss,2,4,4,40000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9482755,Motorcycle Parts,Performance & Non-auto,Won,3,1,1,4900,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9483173,Replacement Parts,Car Accessories,Loss,3,4,4,1000,1,1,0,None,1,-24.367114,-68.730469,3,Chile
9484300,Replacement Parts,Car Accessories,Loss,3,4,4,13951,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9484405,Garage & Car Care,Car Accessories,Won,2,2,2,3100,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9486679,Replacement Parts,Car Accessories,Won,2,10,10,1550,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9486687,Motorcycle Parts,Performance & Non-auto,Loss,2,18,18,10367,1,1,0,None,2,-24.367114,-68.730469,3,Chile
9486868,Exterior Accessories,Car Accessories,Won,2,2,0,170516,1,1,2,Unknown,5,-24.367114,-68.730469,3,Chile
9486870,Shelters & RV,Performance & Non-auto,Loss,3,15,15,100000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9487681,Interior Accessories,Car Accessories,Loss,2,17,17,10000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9487964,Batteries & Accessories,Car Accessories,Loss,3,20,20,448042,1,1,4,Unknown,6,-24.367114,-68.730469,3,Chile
9488601,Interior Accessories,Car Accessories,Loss,2,10,10,620058,1,1,0,Unknown,7,-24.367114,-68.730469,3,Chile
9488698,Replacement Parts,Car Accessories,Loss,2,4,4,150364,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9489574,Batteries & Accessories,Car Accessories,Loss,2,13,13,80000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9489603,Replacement Parts,Car Accessories,Loss,2,14,14,156564,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9489604,Batteries & Accessories,Car Accessories,Won,3,1,0,225000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9490335,Motorcycle Parts,Performance & Non-auto,Loss,2,0,0,112568,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9491181,Exterior Accessories,Car Accessories,Loss,2,5,5,31002,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9492829,Exterior Accessories,Car Accessories,Won,2,1,1,0,1,1,3,Unknown,1,-24.367114,-68.730469,3,Chile
9492911,Shelters & RV,Performance & Non-auto,Won,7,2,1,878000,1,1,4,None,7,-24.367114,-68.730469,3,Chile
9492998,Shelters & RV,Performance & Non-auto,Won,2,0,0,0,1,1,0,None,1,-24.367114,-68.730469,3,Chile
9493027,Interior Accessories,Car Accessories,Loss,2,10,10,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9493284,Exterior Accessories,Car Accessories,Loss,2,0,0,50004,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9493529,Exterior Accessories,Car Accessories,Loss,2,15,15,100000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9494962,Exterior Accessories,Car Accessories,Loss,3,14,14,25000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9495574,Motorcycle Parts,Performance & Non-auto,Loss,3,6,6,30000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9495649,Motorcycle Parts,Performance & Non-auto,Loss,2,3,3,232,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9496332,Garage & Car Care,Car Accessories,Loss,2,1,1,10000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9496377,Exterior Accessories,Car Accessories,Loss,2,5,5,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9496496,Motorcycle Parts,Performance & Non-auto,Loss,2,9,9,25000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9496691,Exterior Accessories,Car Accessories,Loss,2,10,10,100000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9496875,Replacement Parts,Car Accessories,Loss,4,18,18,77507,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9497431,Exterior Accessories,Car Accessories,Won,2,16,16,10632,1,1,2,Unknown,2,-24.367114,-68.730469,3,Chile
9498542,Replacement Parts,Car Accessories,Loss,3,4,4,527663,1,1,0,Unknown,7,-24.367114,-68.730469,3,Chile
9501446,Replacement Parts,Car Accessories,Loss,2,14,14,10000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9501514,Exterior Accessories,Car Accessories,Loss,3,12,12,66000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9503418,Interior Accessories,Car Accessories,Loss,3,4,4,125000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9503686,Replacement Parts,Car Accessories,Won,10,14,12,46500,1,1,0,None,3,-24.367114,-68.730469,3,Chile
9504491,Motorcycle Parts,Performance & Non-auto,Loss,3,11,11,50000,1,1,0,None,4,-24.367114,-68.730469,3,Chile
9504498,Interior Accessories,Car Accessories,Loss,2,3,3,8000,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9505681,Garage & Car Care,Car Accessories,Won,5,8,7,16000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9505758,Motorcycle Parts,Performance & Non-auto,Won,2,6,6,23252,1,1,1,Unknown,2,-24.367114,-68.730469,3,Chile
9506032,Motorcycle Parts,Performance & Non-auto,Loss,2,15,15,50001,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9507395,Exterior Accessories,Car Accessories,Loss,2,20,20,90000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9508288,Shelters & RV,Performance & Non-auto,Loss,3,12,12,50004,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9508315,Interior Accessories,Car Accessories,Won,2,4,4,23252,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9508433,Motorcycle Parts,Performance & Non-auto,Loss,3,5,5,250000,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9508669,Shelters & RV,Performance & Non-auto,Loss,2,4,4,25000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9508767,Motorcycle Parts,Performance & Non-auto,Loss,2,0,0,0,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9508994,Motorcycle Parts,Performance & Non-auto,Loss,2,3,3,232522,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9509483,Motorcycle Parts,Performance & Non-auto,Loss,3,12,12,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9510141,Interior Accessories,Car Accessories,Loss,1,0,0,72081,1,1,0,Known,4,-24.367114,-68.730469,3,Chile
9511622,Batteries & Accessories,Car Accessories,Won,4,5,5,36874,1,1,4,Unknown,3,-24.367114,-68.730469,3,Chile
9511864,Motorcycle Parts,Performance & Non-auto,Loss,2,1,1,3000,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9511904,Garage & Car Care,Car Accessories,Loss,4,1,0,10000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9512482,Replacement Parts,Car Accessories,Loss,2,1,1,10851,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9512920,Motorcycle Parts,Performance & Non-auto,Won,2,2,2,95,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9514770,Motorcycle Parts,Performance & Non-auto,Loss,2,9,9,250000,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9514921,Exterior Accessories,Car Accessories,Loss,2,13,13,387536,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9516026,Exterior Accessories,Car Accessories,Loss,2,13,13,100000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9516393,Shelters & RV,Performance & Non-auto,Loss,2,13,13,200000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9516399,Shelters & RV,Performance & Non-auto,Loss,2,13,13,158115,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9516468,Towing & Hitches,Car Accessories,Won,3,1,1,12401,1,1,1,Unknown,2,-24.367114,-68.730469,3,Chile
9516702,Motorcycle Parts,Performance & Non-auto,Loss,2,0,0,0,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9517039,Exterior Accessories,Car Accessories,Loss,4,18,18,49604,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9517809,Replacement Parts,Car Accessories,Loss,2,7,7,1000,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9518892,Batteries & Accessories,Car Accessories,Won,3,4,4,20000,1,1,2,Unknown,2,-24.367114,-68.730469,3,Chile
9519726,Batteries & Accessories,Car Accessories,Loss,2,8,8,0,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9520517,Exterior Accessories,Car Accessories,Loss,3,11,11,1000000,1,1,0,Unknown,7,-24.367114,-68.730469,3,Chile
9520878,Towing & Hitches,Car Accessories,Loss,3,12,12,60000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9521057,Shelters & RV,Performance & Non-auto,Loss,2,7,7,0,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9522367,Batteries & Accessories,Car Accessories,Loss,2,18,18,250000,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9522663,Batteries & Accessories,Car Accessories,Won,3,1,1,124011,1,1,4,Unknown,5,-24.367114,-68.730469,3,Chile
9523125,Batteries & Accessories,Car Accessories,Won,6,17,15,214000,1,1,4,Unknown,5,-24.367114,-68.730469,3,Chile
9523282,Motorcycle Parts,Performance & Non-auto,Won,3,2,2,17000,1,1,2,Unknown,2,-24.367114,-68.730469,3,Chile
9523439,Exterior Accessories,Car Accessories,Won,2,2,0,437239,1,1,4,Unknown,6,-24.367114,-68.730469,3,Chile
9523486,Batteries & Accessories,Car Accessories,Loss,3,14,14,325500,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9524065,Towing & Hitches,Car Accessories,Loss,2,1,1,387500,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9524211,Motorcycle Parts,Performance & Non-auto,Loss,2,8,8,232522,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9524280,Motorcycle Parts,Performance & Non-auto,Loss,3,11,11,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9524426,Shelters & RV,Performance & Non-auto,Won,7,17,12,153833,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9524878,Exterior Accessories,Car Accessories,Won,2,3,3,38676,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9527480,Interior Accessories,Car Accessories,Loss,3,14,14,372035,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9527562,Exterior Accessories,Car Accessories,Loss,2,9,9,310029,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9529520,Batteries & Accessories,Car Accessories,Loss,3,11,11,700000,1,1,0,Known,7,-24.367114,-68.730469,3,Chile
9530189,Exterior Accessories,Car Accessories,Loss,5,4,4,220000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9530993,Shelters & RV,Performance & Non-auto,Won,3,1,1,314759,1,1,3,Unknown,6,-24.367114,-68.730469,3,Chile
9531055,Interior Accessories,Car Accessories,Loss,2,2,2,465044,1,1,2,Unknown,6,-24.367114,-68.730469,3,Chile
9531587,Interior Accessories,Car Accessories,Loss,2,10,10,232522,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9532596,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,6200,1,1,1,Unknown,1,-24.367114,-68.730469,3,Chile
9534302,Batteries & Accessories,Car Accessories,Won,5,13,10,26476,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9534368,Motorcycle Parts,Performance & Non-auto,Won,4,5,5,24000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9536029,Batteries & Accessories,Car Accessories,Loss,3,7,7,0,1,1,1,Unknown,1,-24.367114,-68.730469,3,Chile
9536073,Shelters & RV,Performance & Non-auto,Won,3,5,0,37203,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9536078,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,116261,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9536078,Motorcycle Parts,Performance & Non-auto,Loss,1,0,0,116261,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9536246,Shelters & RV,Performance & Non-auto,Loss,4,5,1,180282,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9536361,Batteries & Accessories,Car Accessories,Won,3,3,3,6200,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9538095,Exterior Accessories,Car Accessories,Loss,2,6,6,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9538174,Interior Accessories,Car Accessories,Won,2,0,0,38753,1,1,1,Unknown,3,-24.367114,-68.730469,3,Chile
9538280,Motorcycle Parts,Performance & Non-auto,Won,3,1,1,10000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9538542,Replacement Parts,Car Accessories,Loss,2,4,4,155000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9538656,Batteries & Accessories,Car Accessories,Loss,2,3,3,20000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9541035,Replacement Parts,Car Accessories,Loss,5,2,2,20000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9541398,Batteries & Accessories,Car Accessories,Loss,2,6,6,387536,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9541436,Replacement Parts,Car Accessories,Loss,2,5,5,27000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9541598,Interior Accessories,Car Accessories,Loss,2,8,8,31002,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9544978,Interior Accessories,Car Accessories,Loss,2,2,2,15000,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9544991,Garage & Car Care,Car Accessories,Loss,2,1,1,1000,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9545375,Replacement Parts,Car Accessories,Won,1,0,0,10851,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9547135,Replacement Parts,Car Accessories,Won,5,13,7,57000,1,1,2,None,4,-24.367114,-68.730469,3,Chile
9547168,Exterior Accessories,Car Accessories,Loss,2,0,0,30000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9547247,Replacement Parts,Car Accessories,Won,3,0,0,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9547267,Motorcycle Parts,Performance & Non-auto,Won,3,1,1,100759,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9550226,Motorcycle Parts,Performance & Non-auto,Loss,3,7,7,90000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9553260,Towing & Hitches,Car Accessories,Loss,2,7,7,387536,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9553329,Batteries & Accessories,Car Accessories,Won,1,0,0,3999,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9554055,Performance Parts,Performance & Non-auto,Loss,2,1,1,93008,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9557143,Performance Parts,Performance & Non-auto,Loss,2,7,7,176736,1,1,0,None,5,-24.367114,-68.730469,3,Chile
9559157,Motorcycle Parts,Performance & Non-auto,Won,3,10,10,47,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9559194,Motorcycle Parts,Performance & Non-auto,Won,2,6,6,97,1,1,1,Unknown,1,-24.367114,-68.730469,3,Chile
9559281,Motorcycle Parts,Performance & Non-auto,Won,3,6,6,653,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9559918,Interior Accessories,Car Accessories,Won,3,3,0,20085,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9560035,Motorcycle Parts,Performance & Non-auto,Won,3,1,1,3338,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9560135,Performance Parts,Performance & Non-auto,Loss,3,13,13,310029,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9560273,Performance Parts,Performance & Non-auto,Loss,3,6,6,310029,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9560375,Performance Parts,Performance & Non-auto,Loss,3,4,4,465044,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9560577,Motorcycle Parts,Performance & Non-auto,Won,3,6,6,76,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9560598,Motorcycle Parts,Performance & Non-auto,Won,4,12,12,17,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9560685,Motorcycle Parts,Performance & Non-auto,Won,2,8,8,1460,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9560711,Motorcycle Parts,Performance & Non-auto,Won,3,8,8,232,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9560713,Motorcycle Parts,Performance & Non-auto,Won,2,6,6,855,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9560756,Motorcycle Parts,Performance & Non-auto,Won,3,6,6,28,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9561377,Motorcycle Parts,Performance & Non-auto,Won,1,0,0,128637,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9561412,Replacement Parts,Car Accessories,Loss,2,0,0,38753,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9561414,Towing & Hitches,Car Accessories,Loss,2,0,0,23252,1,1,0,Unknown,2,-24.367114,-68.730469,3,Chile
9561416,Batteries & Accessories,Car Accessories,Won,1,0,0,108510,1,1,2,Unknown,5,-24.367114,-68.730469,3,Chile
9562839,Exterior Accessories,Car Accessories,Loss,2,4,4,62005,1,1,2,Unknown,4,-24.367114,-68.730469,3,Chile
9562923,Motorcycle Parts,Performance & Non-auto,Loss,2,5,5,153000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9562965,Motorcycle Parts,Performance & Non-auto,Won,4,6,6,1950,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9563006,Exterior Accessories,Car Accessories,Loss,3,9,9,387536,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9563108,Exterior Accessories,Car Accessories,Loss,2,9,9,62005,1,1,0,None,4,-24.367114,-68.730469,3,Chile
9563182,Replacement Parts,Car Accessories,Loss,2,4,4,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9563711,Exterior Accessories,Car Accessories,Loss,2,0,0,33000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9564230,Motorcycle Parts,Performance & Non-auto,Loss,3,1,1,200000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9564435,Performance Parts,Performance & Non-auto,Loss,2,0,0,294527,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9564437,Interior Accessories,Car Accessories,Loss,4,12,12,7750,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9564630,Motorcycle Parts,Performance & Non-auto,Won,2,3,3,51,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9567503,Replacement Parts,Car Accessories,Loss,4,11,11,9998,1,1,0,None,1,-24.367114,-68.730469,3,Chile
9569014,Batteries & Accessories,Car Accessories,Won,6,8,7,25002,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
9569823,Interior Accessories,Car Accessories,Loss,2,6,6,300000,1,1,0,Unknown,6,-24.367114,-68.730469,3,Chile
9570027,Motorcycle Parts,Performance & Non-auto,Loss,3,3,3,105000,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9572762,Garage & Car Care,Car Accessories,Loss,2,4,4,69756,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9572804,Replacement Parts,Car Accessories,Loss,5,7,7,31002,1,1,0,None,3,-24.367114,-68.730469,3,Chile
9573026,Interior Accessories,Car Accessories,Loss,2,0,0,232522,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9573046,Interior Accessories,Car Accessories,Loss,2,15,15,150364,1,1,0,Unknown,5,-24.367114,-68.730469,3,Chile
9573102,Replacement Parts,Car Accessories,Won,2,1,1,80000,1,1,1,None,4,-24.367114,-68.730469,3,Chile
9573218,Garage & Car Care,Car Accessories,Loss,2,12,12,90000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9573309,Garage & Car Care,Car Accessories,Loss,2,5,5,50000,1,1,0,Unknown,4,-24.367114,-68.730469,3,Chile
9573400,Shelters & RV,Performance & Non-auto,Loss,3,17,17,600000,1,1,0,Unknown,7,-24.367114,-68.730469,3,Chile
9573530,Replacement Parts,Car Accessories,Won,4,5,5,2000,1,1,0,Unknown,1,-24.367114,-68.730469,3,Chile
9573533,Replacement Parts,Car Accessories,Loss,3,4,4,35000,1,1,0,Unknown,3,-24.367114,-68.730469,3,Chile
